Assets Type,InstanceID,Path,Tag,Description,bbox_min_meters,bbox_max_meters
IndustrialPart,IndustrialPart.k.1,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C080.usd,DNA:D_{J}(aa),"Functional Features: This object is an electrical or circuit-related component. Functionally, it is used to connect, route, support, insulate, or protect signal and power interfaces inside industrial equipment. It is suitable for control panels, sensor modules, test fixtures, robotic tooling, automated conveyors, and mechatronic assemblies where reliable electrical contact and compact packaging are important.
Visual Features: Visually, the model presents a gold and silver circuit probe assembly with a cylindrical body, small vertical pin cluster, and side connector block. The material appears to combine plastic, transparent resin, metal terminals, and insulated housings, with small connector features, smooth molded faces, and compact surfaces suited to electrical packaging. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.04282600060105324, -0.0336339995265007, -0.1379919946193695)","(0.06206800043582916, 0.03972399979829788, 0.12240800261497498)"
IndustrialPart,IndustrialPart.k.2,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C081.usd,DNA:D_{J}(ab),"Functional Features: This object is an optical, sensing, or illumination-related component. Functionally, it is used to mount, protect, guide, or expose lenses, sensors, light paths, or inspection heads for machine vision and detection tasks. It is suitable for robotic perception, quality inspection, barcode reading, alignment stations, safety sensors, and automated workcells that depend on stable optical positioning.
Visual Features: Visually, the model presents a slim gray optical or sensor probe with a cylindrical head, black lens-like end, and long needle-shaped tail. The material appears to combine coated plastic, metal, and transparent lens-like elements, with smooth cylindrical apertures, dark inner openings, and clean surfaces that help control light and sensor alignment. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.01190400030463934, -0.011900000274181366, -0.013100000098347664)","(0.011900000274181366, 0.011970000341534615, 0.09399999678134918)"
IndustrialPart,IndustrialPart.k.3,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C082.usd,DNA:D_{J}(ac),"Functional Features: This object is a manufacturing tool or tool-holder component. Functionally, it is used to hold, guide, operate, or interface with workpieces during machining, assembly, adjustment, or manual service. It is suitable for workshops, inspection stations, machine setup, robotic tooling preparation, and maintenance tasks where operators need repeatable handling and controlled contact with parts.
Visual Features: Visually, the model presents a hand-tool-like lever with a long gray shaft, black rounded handle, and small dark pivot head. The material appears to be metal or hard engineering plastic, with handle-like geometry, split jaws, smooth grips, and practical surfaces intended for repeated workshop handling. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.1094990000128746, -0.016496000811457634, -0.019750000908970833)","(0.09724999964237213, 0.01650400087237358, 0.019750000908970833)"
IndustrialPart,IndustrialPart.k.4,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C083.usd,DNA:D_{J}(ad),"Functional Features: This object is an optical, sensing, or illumination-related component. Functionally, it is used to mount, protect, guide, or expose lenses, sensors, light paths, or inspection heads for machine vision and detection tasks. It is suitable for robotic perception, quality inspection, barcode reading, alignment stations, safety sensors, and automated workcells that depend on stable optical positioning.
Visual Features: Visually, the model presents a black cylindrical optical indicator with a clear domed lens, ribbed transparent band, and dark base. The material appears to combine coated plastic, metal, and transparent lens-like elements, with smooth cylindrical apertures, dark inner openings, and clean surfaces that help control light and sensor alignment. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.03849999979138374, -0.08792299777269363, -0.038499001413583755)","(0.03849999979138374, 0.09357699751853943, 0.038499001413583755)"
IndustrialPart,IndustrialPart.k.5,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C084.usd,DNA:D_{J}(ae),"Functional Features: This object is a transmission or motion-transfer component. Functionally, it helps transmit torque, guide rotation, support sliding motion, or connect moving mechanical modules. It is suitable for conveyors, rotary fixtures, small gearboxes, linear guides, robot tooling, and machine drives where controlled movement, alignment, and mechanical load transfer are required.
Visual Features: Visually, the model presents a black bearing housing with a central circular insert, two base feet, side bolts, and a rounded top arch. The material appears to be machined metal or durable coated engineering material, with circular bores, pins, hubs, ribs, and smooth load-bearing faces for motion transfer. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.07144100219011307, -0.029875999316573143, -0.033330999314785004)","(0.07143399864435196, 0.030448999255895615, 0.05088699981570244)"
IndustrialPart,IndustrialPart.k.6,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C085.usd,DNA:D_{J}(af),"Functional Features: This object is an electronic enclosure or protective housing. Functionally, it is used to hold sensors, circuit boards, connectors, lamps, or small control modules while protecting them from dust, incidental impact, and handling damage. It is suitable for automation cabinets, robotic end effectors, inspection devices, warehouse equipment, and embedded machine-control stations where electronics need a compact protective shell.
Visual Features: Visually, the model presents a white electronic housing with an angled valve-like body, square top cap, side flange, and smooth molded surfaces. The material appears to be molded plastic, translucent resin, or coated metal, with smooth walls, rounded corners, shallow recesses, and clean molded or machined surfaces for compact device packaging. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.048204001039266586, -0.032999999821186066, -0.09150999784469604)","(0.08261000365018845, 0.032999999821186066, 0.060304999351501465)"
IndustrialPart,IndustrialPart.k.7,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C086.usd,DNA:D_{J}(ag),"Functional Features: This object is an electrical or circuit-related component. Functionally, it is used to connect, route, support, insulate, or protect signal and power interfaces inside industrial equipment. It is suitable for control panels, sensor modules, test fixtures, robotic tooling, automated conveyors, and mechatronic assemblies where reliable electrical contact and compact packaging are important.
Visual Features: Visually, the model presents a black circuit ring with a clear transparent top cover, small mounting tabs, and visible inner cavity. The material appears to combine plastic, transparent resin, metal terminals, and insulated housings, with small connector features, smooth molded faces, and compact surfaces suited to electrical packaging. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.037957001477479935, -0.04500199854373932, -0.06836099922657013)","(0.035489000380039215, 0.027931999415159225, 0.051096998155117035)"
IndustrialPart,IndustrialPart.k.8,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C087.usd,DNA:D_{J}(ah),"Functional Features: This object is a vacuum suction or adsorption component. Functionally, it is used to grip, seal, lift, or cushion workpieces by creating contact pressure or vacuum force. It is suitable for pick-and-place robots, packaging lines, electronics assembly, logistics sorting, glass or plastic handling, and automated feeding systems where non-destructive temporary gripping is needed.
Visual Features: Visually, the model presents small black and white suction fittings with bellows sections, threaded metal posts, and soft cylindrical rubber bodies. The material appears to mix rubber, silicone, plastic, and small metal inserts, with flexible bellows, soft contact lips, glossy or frosted surfaces, and threaded connector areas for vacuum hardware. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.019999999552965164, -0.023094000294804573, -0.06358300149440765)","(0.019999999552965164, 0.023094000294804573, 0.05391699820756912)"
IndustrialPart,IndustrialPart.k.9,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C088.usd,DNA:D_{J}(ai),"Functional Features: This object is a vacuum suction or adsorption component. Functionally, it is used to grip, seal, lift, or cushion workpieces by creating contact pressure or vacuum force. It is suitable for pick-and-place robots, packaging lines, electronics assembly, logistics sorting, glass or plastic handling, and automated feeding systems where non-destructive temporary gripping is needed.
Visual Features: Visually, the model presents a white circular suction cup with a hexagonal upper connector, broad flared skirt, and smooth glossy surfaces. The material appears to mix rubber, silicone, plastic, and small metal inserts, with flexible bellows, soft contact lips, glossy or frosted surfaces, and threaded connector areas for vacuum hardware. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.05493500083684921, -0.05514900013804436, -0.03493800014257431)","(0.05493500083684921, 0.05514900013804436, 0.06346199661493301)"
IndustrialPart,IndustrialPart.k.10,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C089.usd,DNA:D_{J}(aj),"Functional Features: This object is a fastening or securing component. Functionally, it is used to lock, clamp, space, or connect mechanical parts so that assemblies remain stable under vibration, repeated service, and positioning loads. It is suitable for machine frames, brackets, bearing seats, modular fixtures, robotic tools, and maintenance assemblies where quick installation and dependable mechanical retention are required.
Visual Features: Visually, the model presents a black triangular fastener plate with a central circular insert, raised ribs, and small metal posts. The material appears to be steel, brass, aluminum, or dark coated metal, with machined holes, threads, ribs, pins, and robust matte surfaces designed for repeated tightening and service. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.011939999647438526, -0.053975000977516174, -0.05412299931049347)","(0.026159999892115593, 0.053975000977516174, 0.05382699891924858)"
IndustrialPart,IndustrialPart.k.11,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C090.usd,DNA:D_{J}(ak),"Functional Features: This object is an electronic enclosure or protective housing. Functionally, it is used to hold sensors, circuit boards, connectors, lamps, or small control modules while protecting them from dust, incidental impact, and handling damage. It is suitable for automation cabinets, robotic end effectors, inspection devices, warehouse equipment, and embedded machine-control stations where electronics need a compact protective shell.
Visual Features: Visually, the model presents a dark gray electronic enclosure with a boxy body, curved top panel, side wall details, and small lower feet. The material appears to be molded plastic, translucent resin, or coated metal, with smooth walls, rounded corners, shallow recesses, and clean molded or machined surfaces for compact device packaging. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.05104599893093109, -0.03562700003385544, -0.026054000481963158)","(0.04642299935221672, 0.035686999559402466, 0.036242999136447906)"
IndustrialPart,IndustrialPart.k.12,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C091.usd,DNA:D_{J}(al),"Functional Features: This object is a vacuum suction or adsorption component. Functionally, it is used to grip, seal, lift, or cushion workpieces by creating contact pressure or vacuum force. It is suitable for pick-and-place robots, packaging lines, electronics assembly, logistics sorting, glass or plastic handling, and automated feeding systems where non-destructive temporary gripping is needed.
Visual Features: Visually, the model presents a white suction gripper with a flanged rear disk, square front nose, and small rectangular slots at the tip. The material appears to mix rubber, silicone, plastic, and small metal inserts, with flexible bellows, soft contact lips, glossy or frosted surfaces, and threaded connector areas for vacuum hardware. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.04058000072836876, -0.056113000959157944, -0.040578000247478485)","(0.04058000072836876, 0.037634000182151794, 0.040578000247478485)"
IndustrialPart,IndustrialPart.k.13,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C092.usd,DNA:D_{J}(am),"Functional Features: This object is a transmission or motion-transfer component. Functionally, it helps transmit torque, guide rotation, support sliding motion, or connect moving mechanical modules. It is suitable for conveyors, rotary fixtures, small gearboxes, linear guides, robot tooling, and machine drives where controlled movement, alignment, and mechanical load transfer are required.
Visual Features: Visually, the model presents a gray transmission housing with a curved support cradle, orange side insert, circular hub, and bolted base. The material appears to be machined metal or durable coated engineering material, with circular bores, pins, hubs, ribs, and smooth load-bearing faces for motion transfer. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.044449999928474426, -0.022224999964237213, -0.019107000902295113)","(0.044449999928474426, 0.022224999964237213, 0.025343000888824463)"
IndustrialPart,IndustrialPart.k.14,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C093.usd,DNA:D_{J}(an),"Functional Features: This object is an industrial valve or flow-control component. Functionally, it is used to guide, open, close, or regulate air, liquid, coolant, or hydraulic media in automated equipment. It is suitable for pneumatic circuits, hydraulic stations, cooling loops, test benches, and production machines where controlled flow direction, sealing, and serviceable pipe connections are required.
Visual Features: Visually, the model presents a dark gray valve cap with a cylindrical stacked body, hexagonal top boss, and rounded side flanges. The material appears to combine machined brass, steel, or dark coated metal, with threaded collars, smooth cylindrical sealing surfaces, and semi-gloss finishes that suggest pressure-rated industrial use. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.04149999842047691, -0.020708000287413597, -0.041499000042676926)","(0.04149999842047691, 0.02959199994802475, 0.04149800166487694)"
IndustrialPart,IndustrialPart.k.15,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C094.usd,DNA:D_{J}(ao),"Functional Features: This object is a transmission or motion-transfer component. Functionally, it helps transmit torque, guide rotation, support sliding motion, or connect moving mechanical modules. It is suitable for conveyors, rotary fixtures, small gearboxes, linear guides, robot tooling, and machine drives where controlled movement, alignment, and mechanical load transfer are required.
Visual Features: Visually, the model presents a black clevis-like transmission link with two rounded fork ears, a silver cross pin, and a central circular opening. The material appears to be machined metal or durable coated engineering material, with circular bores, pins, hubs, ribs, and smooth load-bearing faces for motion transfer. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.03803599998354912, -0.028382999822497368, -0.013271999545395374)","(0.04248199984431267, 0.028369000181555748, 0.011620000004768372)"
IndustrialPart,IndustrialPart.k.16,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C095.usd,DNA:D_{J}(ap),"Functional Features: This object is a bearing or shaft-support component. Functionally, it is used to support rotating shafts, reduce friction, preserve alignment, and carry radial or light axial loads. It is suitable for conveyors, fans, rollers, rotary fixtures, small motors, and transmission mechanisms where smooth rotation and durable mechanical support are required.
Visual Features: Visually, the model presents a black bearing ring with a silver inner race, small side screws, and concentric circular shoulders. The material appears to be machined steel or coated metal, with concentric races, circular bores, bolt holes, and smooth contact surfaces for low-friction rotation. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.04000600054860115, -0.030264999717473984, -0.03998799994587898)","(0.039994001388549805, 0.025297999382019043, 0.039976999163627625)"
IndustrialPart,IndustrialPart.k.17,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C096.usd,DNA:D_{J}(aq),"Functional Features: This object is a motor or actuator module. Functionally, it converts electrical energy into controlled rotary or mechanical motion and can drive small shafts, linkages, wheels, or tooling mechanisms. It is suitable for automated equipment, conveyors, robotic fixtures, sorting devices, and compact machines that require repeatable powered movement.
Visual Features: Visually, the model presents a black and gray motor or actuator module with a rectangular gearbox body, protruding shaft, and small side pins. The material appears to combine dark coated metal, gray machined housing parts, and small shaft details, with a utilitarian finish suitable for compact powered equipment. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.03328600153326988, -0.010958000086247921, -0.015955999493598938)","(0.02946300059556961, 0.012242999859154224, 0.01655600033700466)"
IndustrialPart,IndustrialPart.k.18,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/C097.usd,DNA:D_{J}(ar),"Functional Features: This object is a transmission or motion-transfer component. Functionally, it helps transmit torque, guide rotation, support sliding motion, or connect moving mechanical modules. It is suitable for conveyors, rotary fixtures, small gearboxes, linear guides, robot tooling, and machine drives where controlled movement, alignment, and mechanical load transfer are required.
Visual Features: Visually, the model presents a brass threaded fastener insert with a hexagonal head, circular glass-like center, and fine external threads. The material appears to be machined metal or durable coated engineering material, with circular bores, pins, hubs, ribs, and smooth load-bearing faces for motion transfer. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.01839900016784668, -0.02225000038743019, -0.02569199912250042)","(0.013601000420749187, 0.02225000038743019, 0.02569199912250042)"
IndustrialPart,IndustrialPart.l.1,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M001.usd,DNA:D_{J}(as),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a dark blue elongated locating rail with an upright end block, a semicircular rear lug, several raised pins, and small countersunk holes along the top face. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.15535800158977509, -0.01639300025999546, -0.03272100165486336)","(0.18246200680732727, 0.02935199998319149, 0.06395100057125092)"
IndustrialPart,IndustrialPart.l.2,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M002.usd,DNA:D_{J}(at),"Functional Features: This object is an industrial valve or flow-control component. Functionally, it is used to guide, open, close, or regulate air, liquid, coolant, or hydraulic media in automated equipment. It is suitable for pneumatic circuits, hydraulic stations, cooling loops, test benches, and production machines where controlled flow direction, sealing, and serviceable pipe connections are required.
Visual Features: Visually, the model presents a gold cylindrical valve body with black elbow piping, a vertical cap, threaded end collars, and stepped connector details. The material appears to combine machined brass, steel, or dark coated metal, with threaded collars, smooth cylindrical sealing surfaces, and semi-gloss finishes that suggest pressure-rated industrial use. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.12444300204515457, -0.07556000351905823, -0.04372600093483925)","(0.11455699801445007, 0.03643999993801117, 0.06172399967908859)"
IndustrialPart,IndustrialPart.l.3,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M003.usd,DNA:D_{J}(au),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a compact dark fixture assembly with a circular front flange, small locating pins, side brackets, and a gray rectangular actuator-like block on top. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.04460100084543228, -0.04805700108408928, -0.07213400304317474)","(0.04429899901151657, 0.03874700143933296, 0.12116000056266785)"
IndustrialPart,IndustrialPart.l.4,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M004.usd,DNA:D_{J}(av),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a pale blue beam-style bracket with two thick bolted end plates, long rectangular side walls, and evenly spaced mounting holes. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.035443998873233795, -0.09877000004053116, -0.05714999884366989)","(0.031230999156832695, 0.09065499901771545, 0.05714999884366989)"
IndustrialPart,IndustrialPart.l.5,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M005.usd,DNA:D_{J}(aw),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a dark gray toggle-clamp form with a long handle, articulated jaws, hinge pins, and a perforated side plate. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.0220979992300272, -0.060309998691082, -0.06576400250196457)","(0.0220979992300272, 0.09616100043058395, 0.06700199842453003)"
