Assets Type,Path,Tag,Description
Industrial Robot,/media/simple/another_Documents/isaacsim_assets/Assets/Isaac/5.0/Isaac/Robots/Kawasaki/RS007L/rs007l_onrobot_rg2.usd,"Model: RS007L
Manufacturer: Kawasaki Robotics
DOF:  6
DNA:DA(k)
Scale:1.5","Functional Features:This is the RS007L industrial robot arm developed by Kawasaki Robotics, a lightweight, high-speed 6-axis manipulator. Its functional features include high-precision handling, rapid assembly, fine manipulation, and repetitive inspection tasks. It is ideal for electronics manufacturing, medical device processing, food packaging, and lab automation. With a reach of 930 mm and repeatability of ±0.03 mm, the RS007L operates efficiently in compact spaces and supports integration with vision systems and end-effectors, making it suitable for flexible automation cells and collaborative workstations.
Visual Features:Visually, the arm features a clean, streamlined industrial design with a matte white body and gray or metallic joints, combining modern aesthetics with professional appeal. The structure is made from aluminum alloy and engineering plastics, with coated and anodized surfaces for corrosion resistance and refined texture. The joints are compact with internal cable routing, and the end includes a standard flange for quick tool changes. The overall form emphasizes lightweight construction and rigidity, reflecting the core traits of a high-performance industrial robot."
Industrial Robot,/media/simple/another_Documents/isaacsim_assets/Assets/Isaac/5.0/Isaac/Robots/RobotStudio/so100/so100.usd,"Model: IRB 140
Manufacturer: ABB
DOF:  6
DNA:DA(l)
Scale:5","Functional Features:This is a typical six-axis industrial robotic arm from ABB, model IRB 140 (referred to as ""so100"" in simulation platforms). Its functional features include high-precision handling, assembly, polishing, dispensing, and inspection. It is widely used in electronics manufacturing, metal processing, educational research, and automation labs. With a compact structure and excellent repeatability, it is ideal for high-speed, high-accuracy tasks in confined workspaces. The arm supports integration with various end-effectors and vision systems, making it suitable for flexible automation cells and robotics education.
Visual Features:Visually, the robot features a striking industrial yellow finish for enhanced visibility and safety in factory environments. The structure is made of high-strength metal with coated and corrosion-resistant surfaces, ensuring durability and industrial robustness. The joints are accented with dark covers, highlighting articulation points and drive components. The end-effector is a claw-style gripper, suited for diverse manipulation tasks. Its compact, angular design reflects the industrial emphasis on rigidity, precision, and reliability."
Industrial Robot,/media/simple/another_Documents/isaacsim_assets/Assets/Isaac/5.0/Isaac/Robots/RobotStudio/so101_new_calib/so101_new_calib.usd,"Model: IRB  120
Manufacturer: ABB
DOF:  6
DNA:DA(m)
Scale:5","Functional Features:This is the IRB 120, a lightweight six-axis industrial robot developed by ABB, designed for high-precision, low-payload automation tasks. Its functional features include flexible six-degree-of-freedom motion, making it ideal for precision assembly, small-part handling, lab automation, and educational research. With a repeatability of ±0.01 mm, it excels in confined spaces where accuracy is critical, such as electronics manufacturing, medical device assembly, and robotics training platforms. Its compact and lightweight design allows easy integration into workstations or teaching setups, and it is frequently used in simulation environments for path planning, control algorithm testing, and calibration.
Visual Features:Visually, the robot features a bright industrial yellow finish for enhanced visibility and safety. It is constructed from high-strength aluminum alloy and engineering plastics, with coated and anodized surfaces for corrosion resistance and a refined industrial look. The joints are tightly connected with internal cable routing, and the end includes a standard flange for quick tool changes. Its compact, rounded form reflects a design focused on precision, agility, and user-friendly integration."
Industrial Robot,/media/simple/another_Documents/isaacsim_assets/Assets/Isaac/5.0/Isaac/Robots/Ufactory/xarm7/xarm7.usd,"Model: xArm 7
Manufacturer: UFactory
DOF:  7
DNA:DA(n)
Scale:2","Functional Features:This is the xArm 7, a 7-degree-of-freedom collaborative robotic arm developed by UFactory, designed for tasks requiring high flexibility and safe human-robot interaction. Its functional features include precision assembly, vision-guided picking, lab automation, light-duty handling, and educational or research applications. Widely used in smart manufacturing, robotics education, AI labs, and service robotics, the xArm 7 supports ROS/ROS 2 and offers open APIs for easy integration of motion planning, force control, and vision algorithms. Its 7-axis configuration allows for enhanced dexterity and obstacle avoidance in tight spaces, making it ideal for collaborative workstations and flexible automation cells.
Visual Features:Visually, the arm features a sleek, modern design with a matte white finish, gray joint accents, and a contrasting black gripper. The body is constructed from high-strength aluminum alloy and engineering plastics, with anodized and coated surfaces for corrosion resistance and a refined industrial look. The joints are compact with internal cable routing, and the overall form is smooth and rounded, emphasizing safety and ergonomic interaction in shared workspaces."
Industrial Robot,/media/simple/another_Documents/isaacsim_assets/Assets/Isaac/5.0/Isaac/Samples/ROS2/Robots/ur10e_robotiq2f-140_ROS.usd,"Model: UR10e
Manufacturer: Universal Robots
DOF:  6
DNA:DA(o)
Scale:1","Functional Features:This is an industrial robotic system composed of the UR10e collaborative arm from Universal Robots and the 2F-140 two-finger gripper from Robotiq. It is widely used in automated assembly, material handling, packaging, machine tending, and quality inspection. The UR10e features 6 degrees of freedom, a maximum payload of 12.5 kg, and a reach of 1300 mm, making it suitable for handling medium to large parts. Its collaborative design allows safe operation alongside human workers. With ROS 2 support and industrial communication compatibility, it integrates easily into smart manufacturing and research environments. The Robotiq 2F-140 gripper offers adaptive gripping for objects of various shapes and sizes, enhancing flexibility and versatility.
Visual Features:Visually, the UR10e arm features a sleek silver-gray body with signature light blue joint covers, presenting a clean and modern industrial aesthetic. The structure is primarily aluminum alloy with anodized surfaces for corrosion resistance and rigidity. The gripper is dark gray, made from a combination of engineering plastics and metal, with a matte finish that emphasizes its functional design. The overall system reflects modularity, ease of integration, and safe collaboration—hallmarks of next-generation industrial robotics.
"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
